severity,ErrorID,Description
7,716029,Group name User user Unable to rename file filename . Error: description
7,716030,Group name User user Unable to modify file filename . Error: description
7,716031,Group name User user Unable to create file filename . Error: description
7,716032,Group name User user Unable to create folder folder . Error: description
7,716033,Group name User user Unable to remove folder folder . Error: description
7,716034,Group name User user Unable to write to file filename .
7,716035,Group name User user Unable to read file filename .
7,716036,Group name User user File Access: User user logged into the server server.
7,716037,Group name User user File Access: User user failed to login into the server server.
6,716038,Group group User user IP ip Authentication: successful, Session Type: WebVPN.
6,716039,Authentication: rejected, group = name user = user , Session Type: %s
6,716040,Reboot pending, new sessions disabled. Denied user login.
6,716041,access-list acl_ID action url url hit_cnt count
6,716042,access-list acl_ID action tcp source_interface /source_address (source_port ) - dest_interface /dest_address (dest_port ) hit-cnt count
6,716043,Group group-name , User user-name , IP IP_address : WebVPN Port Forwarding Java applet started. Created new hosts file mappings.
4,716044,Group group-name User user-name IP IP_address AAA parameter param-name value param-value out of range.
4,716045,Group group-name User user-name IP IP_address AAA parameter param-name value invalid.
4,716046,Group group-name User user-name IP IP_address User ACL access-list-name from AAA doesn't exist on the device, terminating connection.
4,716047,Group group-name User user-name IP IP_address User ACL access-list-name from AAA ignored, AV-PAIR ACL used instead.
4,716048,Group group-name User user-name IP IP_address No memory to parse ACL.
6,716049,Group group-name User user-name IP IP_address Empty SVC ACL.
6,716050,Error adding to ACL: ace_command_line
6,716051,Group group-name User user-name IP IP_address Error adding dynamic ACL for user.
4,716052,Group group-name User user-name IP IP_address Pending session terminated.
5,716053,SSO Server added: name: name Type: type
5,716054,SSO Server deleted: name: name Type: type
6,716055,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type succeeded
3,716056,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type failed reason: reason
3,716057,Group group User user IP ip Session terminated, no type license available.
6,716058,Group group User user IP ip AnyConnect session lost connection. Waiting to resume.
6,716059,Group group User user IP ip AnyConnect session resumed. Connection from ip2 .
6,716060,Group group User user IP ip Terminated AnyConnect session in inactive state to accept a new connection. License limit reached.
3,716061,Group DfltGrpPolicy User user IP ip addr IPv6 User Filter tempipv6 configured for AnyConnect. This setting has been deprecated, terminating connection
2,716500,internal error in: function : Fiber library cannot locate AK47 instance
2,716501,internal error in: function : Fiber library cannot attach AK47 instance
2,716502,internal error in: function : Fiber library cannot allocate default arena
2,716503,internal error in: function : Fiber library cannot allocate fiber descriptors pool
2,716504,internal error in: function : Fiber library cannot allocate fiber stacks pool
2,716505,internal error in: function : Fiber has joined fiber in unfinished state
2,716506,UNICORN_SYSLOGID_JOINED_UNEXPECTED_FIBER
1,716507,Fiber scheduler has reached unreachable code. Cannot continue, terminating.
1,716508,internal error in: function : Fiber scheduler is scheduling rotten fiber. Cannot continuing terminating
1,716509,internal error in: function : Fiber scheduler is scheduling alien fiber. Cannot continue terminating
1,716510,internal error in: function : Fiber scheduler is scheduling finished fiber. Cannot continue terminating
2,716512,internal error in: function : Fiber has joined fiber waited upon by someone else
2,716513,internal error in: function : Fiber in callback blocked on other channel
2,716515,internal error in: function : OCCAM failed to allocate memory for AK47 instance
1,716516,internal error in: function : OCCAM has corrupted ROL array. Cannot continue terminating
2,716517,internal error in: function : OCCAM cached block has no associated arena
2,716518,internal error in: function : OCCAM pool has no associated arena
1,716519,internal error in: function : OCCAM has corrupted pool list. Cannot continue terminating
2,716520,internal error in: function : OCCAM pool has no block list
2,716521,internal error in: function : OCCAM no realloc allowed in named pool
2,716522,internal error in: function : OCCAM corrupted standalone block
2,716525,UNICORN_SYSLOGID_SAL_CLOSE_PRIVDATA_CHANGED
2,716526,UNICORN_SYSLOGID_PERM_STORAGE_SERVER_LOAD_FAIL
2,716527,UNICORN_SYSLOGID_PERM_STORAGE_SERVER_STORE_FAIL
1,716528,Unexpected fiber scheduler error; possible out-of-memory condition
3,716600,Rejected size-recv KB Hostscan data from IP src-ip . Hostscan results exceed default | configured limit of size-conf KB.
3,716601,Rejected size-recv KB Hostscan data from IP src-ip . System-wide limit on the amount of Hostscan data stored on FTD exceeds the limit of data-max KB.
3,716602,Memory allocation error. Rejected size-recv KB Hostscan data from IP src-ip .
7,716603,Received size-recv KB Hostscan data from IP src-ip .
3,717001,Querying keypair failed.
3,717002,Certificate enrollment failed for trustpoint trustpoint_name. Reason: reason_string .
6,717003,Certificate received from Certificate Authority for trustpoint trustpoint_name .
6,717004,PKCS #12 export failed for trustpoint trustpoint_name .
6,717005,PKCS #12 export succeeded for trustpoint trustpoint_name .
6,717006,PKCS #12 import failed for trustpoint trustpoint_name .
6,717007,PKCS #12 import succeeded for trustpoint trustpoint_name .
2,717008,Insufficient memory to process_requiring_memory.
3,717009,Certificate validation failed. Reason: reason_string .
3,717010,CRL polling failed for trustpoint trustpoint_name .
2,717011,Unexpected event event event_ID
3,717012,Failed to refresh CRL cache entry from the server for trustpoint trustpoint_name at time_of_failure
5,717013,Removing a cached CRL to accommodate an incoming CRL. Issuer: issuer
5,717014,Unable to cache a CRL received from CDP due to size limitations (CRL size = size , available cache space = space )
3,717015,CRL received from issuer is too large to process (CRL size = crl_size , maximum CRL size = max_crl_size )
6,717016,Removing expired CRL from the CRL cache. Issuer: issuer
3,717017,Failed to query CA certificate for trustpoint trustpoint_name from enrollment_url
3,717018,CRL received from issuer has too many entries to process (number of entries = number_of_entries , maximum number allowed = max_allowed )
3,717019,Failed to insert CRL for trustpoint trustpoint_name . Reason: failure_reason .
3,717020,Failed to install device certificate for trustpoint label . Reason: reason string .
3,717021,Certificate data could not be verified. Locate Reason: reason_string serial number: serial number , subject name: subject name , key length key length bits.
6,717022,Certificate was successfully validated. certificate_identifiers
3,717023,SSL failed to set device certificate for trustpoint trustpoint name . Reason: reason_string .
7,717024,Checking CRL from trustpoint: trustpoint name for purpose
7,717025,Validating certificate chain containing number of certs certificate(s).
4,717026,Name lookup failed for hostname hostname during PKI operation.
3,717027,Certificate chain failed validation. reason_string .
6,717028,Certificate chain was successfully validated additional info .
7,717029,Identified client certificate within certificate chain. serial number: serial_number , subject name: subject_name .
7,717030,Found a suitable trustpoint trustpoint name to validate certificate.
4,717031,Failed to find a suitable trustpoint for the issuer: issuer Reason: reason_string
6,717033,OCSP response status - Successful.
7,717034,No-check extension found in certificate. OCSP check bypassed.
4,717035,OCSP status is being checked for certificate. certificate_identifier.
7,717036,Looking for a tunnel group match based on certificate maps for peer certificate with certificate_identifier .
4,717037,Tunnel group search using certificate maps failed for peer certificate: certificate_identifier .
7,717038,Tunnel group match found. Tunnel Group: tunnel_group_name , Peer certificate: certificate_identifier .
3,717039,Local CA Server internal error detected: error.
2,717040,Local CA Server has failed and is being disabled. Reason: reason.
7,717041,Local CA Server event: event info .
3,717042,Failed to enable Local CA Server.Reason: reason .
6,717043,Local CA Server certificate enrollment related info for user: user . Info: info .
3,717044,Local CA server certificate enrollment related error for user: user . Error: error .
7,717045,Local CA Server CRL info: info
3,717046,Local CA Server CRL error: error .
6,717047,Revoked certificate issued to user: username, with serial number serial number .
6,717048,Unrevoked certificate issued to user: username, with serial number serial number .
1,717049,Local CA Server certificate is due to expire in number days and a replacement certificate is available for export.
5,717050,SCEP Proxy: Processed request type type from IP client ip address , User username , TunnelGroup tunnel_group name , GroupPolicy group-policy name to CA IP ca ip address
3,717051,SCEP Proxy: Denied processing the request type type received from IP client ip address , User username , TunnelGroup tunnel group name , GroupPolicy group policy name to CA ca ip address . Reason: msg
4,717052,Group group name User user name IP IP Address Session disconnected due to periodic certificate authentication failure. Subject Name id subject name Issuer Name id issuer name Serial Number id serial number
5,717053,Group group name User user name IP IP Address Periodic certificate authentication succeeded. Subject Name id subject name Issuer Name id issuer name Serial Number id serial number
1,717054,The type certificate in the trustpoint tp name is due to expire in number days. Expiration date and time Subject Name subject name Issuer Name issuer name Serial Number serial number
1,717055,The type certificate in the trustpoint tp name has expired. Expiration date and time Subject Name subject name Issuer Name issuer name Serial Number serial number
6,717056,Attempting type revocation check from Src Interface :Src IP /Src Port to Dst IP /Dst Port using protocol
3,717057,Automatic import of trustpool certificate bundle has failed. < Maximum retry attempts reached. Failed to reach CA server> | <Cisco root bundle signature validation failed> | <Failed to update trustpool bundle in flash> | <Failed to install trustpool bundle in memory>
6,717058,Automatic import of trustpool certificate bundle is successful: <No change in trustpool bundle> | <Trustpool updated in flash>.
6,717059,Peer certificate with serial number: <serial>, subject: <subject_name>, issuer: <issuer_name> matched the configured certificate map <map_name>
3,717060,Peer certificate with serial number: <serial>, subject: <subject_name>, issuer: <issuer_name> failed to match the configured certificate map <map_name>
5,717061,Starting protocol certificate enrollment for the trustpoint tpname with the CA ca_name. Request Type type Mode mode
5,717062,protocol Certificate enrollment succeeded for the trustpoint tpname with the CA ca. Received a new certificate with Subject Name subject Issuer Name issuer Serial Number serial
3,717063,protocol Certificate enrollment failed for the trustpoint tpname with the CA ca
5,717064,Keypair keyname in the trustpoint tpname is regenerated for mode protocol certificate renewal
7,718001,Internal interprocess communication queue send failure: code error_code
5,718002,Create peer IP_address failure, already at maximum of number_of_peers
6,718003,Got unknown peer message message_number from IP_address , local version version_number , remote version version_number
6,718004,Got unknown internal message message_number
5,718005,Fail to send to IP_address , port port
5,718006,Invalid load balancing state transition [cur=state_number ][event=event_number ]
5,718007,Socket open failure failure_code
5,718008,Socket bind failure failure_code
5,718009,Send HELLO response failure to IP_address
5,718010,Sent HELLO response to IP_address
5,718011,Send HELLO request failure to IP_address
5,718012,Sent HELLO request to IP_address
6,718013,Peer IP_address is not answering HELLO
5,718014,Master peer IP_address is not answering HELLO
5,718015,Received HELLO request from IP_address
5,718016,Received HELLO response from IP_address
7,718017,Got timeout for unknown peer IP_address msg type message_type
7,718018,Send KEEPALIVE request failure to IP_address
7,718019,Sent KEEPALIVE request to IP_address
7,718020,Send KEEPALIVE response failure to IP_address
7,718021,Sent KEEPALIVE response to IP_address
7,718022,Received KEEPALIVE request from IP_address
7,718023,Received KEEPALIVE response from IP_address
5,718024,Send CFG UPDATE failure to IP_address
7,718025,Sent CFG UPDATE to IP_address
7,718026,Received CFG UPDATE from IP_address
6,718027,Received unexpected KEEPALIVE request from IP_address
5,718028,Send OOS indicator failure to IP_address
7,718029,Sent OOS indicator to IP_address
6,718030,Received planned OOS from IP_address
5,718031,Received OOS obituary for IP_address
5,718032,Received OOS indicator from IP_address
5,718033,Send TOPOLOGY indicator failure to IP_address
7,718034,Sent TOPOLOGY indicator to IP_address
7,718035,Received TOPOLOGY indicator from IP_address
7,718036,Process timeout for req-type type_value , exid exchange_ID , peer IP_address
6,718037,Master processed number_of_timeouts timeouts
6,718038,Slave processed number_of_timeouts timeouts
6,718039,Process dead peer IP_address
6,718040,Timed-out exchange ID exchange_ID not found
7,718041,Timeout [msgType=type ] processed with no callback
5,718042,Unable to ARP for IP_address
5,718043,Updating/removing duplicate peer entry IP_address
5,718044,Deleted peer IP_address
5,718045,Created peer IP_address
7,718046,Create group policy policy_name
7,718047,Fail to create group policy policy_name
5,718048,Create of secure tunnel failure for peer IP_address
7,718049,Created secure tunnel to peer IP_address
5,718050,Delete of secure tunnel failure for peer IP_address
6,718051,Deleted secure tunnel to peer IP_address
5,718052,Received GRAT-ARP from duplicate master MAC_address
5,718053,Detected duplicate master, mastership stolen MAC_address
5,718054,Detected duplicate master MAC_address and going to SLAVE
5,718055,Detected duplicate master MAC_address and staying MASTER
7,718056,Deleted Master peer, IP IP_address
5,718057,Queue send failure from ISR, msg type failure_code
7,718058,State machine return code: action_routine , return_code
7,718059,State machine function trace: state=state_name , event=event_name , func=action_routine
5,718060,Inbound socket select fail: context=context_ID .
5,718061,Inbound socket read fail: context=context_ID .
5,718062,Inbound thread is awake (context=context_ID ).
5,718063,Interface interface_name is down.
5,718064,Admin. interface interface_name is down.
5,718065,Cannot continue to run (public=up /down , private=up /down , enable=LB_state , master=IP_address , session=Enable /Disable ).
5,718066,Cannot add secondary address to interface interface_name , ip IP_address .
5,718067,Cannot delete secondary address to interface interface_name , ip IP_address .
5,718068,Start VPN Load Balancing in context context_ID .
5,718069,Stop VPN Load Balancing in context context_ID .
5,718070,Reset VPN Load Balancing in context context_ID .
5,718071,Terminate VPN Load Balancing in context context_ID .
5,718072,Becoming master of Load Balancing in context context_ID .
5,718073,Becoming slave of Load Balancing in context context_ID .
5,718074,Fail to create access list for peer context_ID .
5,718075,Peer IP_address access list not set.
5,718076,Fail to create tunnel group for peer IP_address .
5,718077,Fail to delete tunnel group for peer IP_address .
5,718078,Fail to create crypto map for peer IP_address .
5,718079,Fail to delete crypto map for peer IP_address .
5,718080,Fail to create crypto policy for peer IP_address .
5,718081,Fail to delete crypto policy for peer IP_address .
5,718082,Fail to create crypto ipsec for peer IP_address .
5,718083,Fail to delete crypto ipsec for peer IP_address .
5,718084,Public/cluster IP not on the same subnet: public IP_address , mask netmask , cluster IP_address
5,718085,Interface interface_name has no IP address defined.
5,718086,Fail to install LB NP rules: type rule_type , dst interface_name , port port .
5,718087,Fail to delete LB NP rules: type rule_type , rule rule_ID .
7,718088,Possible VPN LB misconfiguration. Offending device MAC MAC_address .
6,719001,Email Proxy session could not be established: session limit of maximum_sessions has been reached.
3,719002,Email Proxy session pointer from source_address has been terminated due to reason error.
6,719003,Email Proxy session pointer resources have been freed for source_address .
6,719004,Email Proxy session pointer has been successfully established for source_address .
7,719005,FSM NAME has been created using protocol for session pointer from source_address .
7,719006,Email Proxy session pointer has timed out for source_address because of network congestion.
7,719007,Email Proxy session pointer cannot be found for source_address .
3,719008,Email Proxy service is shutting down.
7,719009,Email Proxy service is starting.
6,719010,protocol Email Proxy feature is disabled on interface interface_name .
6,719011,Protocol Email Proxy feature is enabled on interface interface_name .
6,719012,Email Proxy server listening on port port for mail protocol protocol .
6,719013,Email Proxy server closing port port for mail protocol protocol .
5,719014,Email Proxy is changing listen port from old_port to new_port for mail protocol protocol .
7,719015,Parsed emailproxy session pointer from source_address username: mailuser = mail_user , vpnuser = VPN_user , mailserver = server
7,719016,Parsed emailproxy session pointer from source_address password: mailpass = ******, vpnpass= ******
6,719017,WebVPN user: vpnuser invalid dynamic ACL.
6,719018,WebVPN user: vpnuser ACL ID acl_ID not found
6,719019,WebVPN user: vpnuser authorization failed.
6,719020,WebVPN user vpnuser authorization completed successfully.
6,719021,WebVPN user: vpnuser is not checked against ACL.
6,719022,WebVPN user vpnuser has been authenticated.
6,719023,WebVPN user vpnuser has not been successfully authenticated. Access denied.
6,719024,Email Proxy piggyback auth fail: session = pointer user=vpnuser addr=source_address
6,719025,Email Proxy DNS name resolution failed for hostname .
6,719026,Email Proxy DNS name hostname resolved to IP_address .
4,720001,(VPN-unit ) Failed to initialize with Chunk Manager.
6,720002,(VPN-unit ) Starting VPN Stateful Failover Subsystem...
6,720003,(VPN-unit ) Initialization of VPN Stateful Failover Component completed successfully
6,720004,(VPN-unit ) VPN failover main thread started.
6,720005,(VPN-unit ) VPN failover timer thread started.
6,720006,(VPN-unit ) VPN failover sync thread started.
4,720007,(VPN-unit ) Failed to allocate chunk from Chunk Manager.
4,720008,(VPN-unit ) Failed to register to High Availability Framework.
4,720009,(VPN-unit ) Failed to create version control block.
6,720010,(VPN-unit ) VPN failover client is being disabled
4,720011,(VPN-unit ) Failed to allocate memory
6,720012,(VPN-unit ) Failed to update IPsec failover runtime data on the standby unit.
4,720013,(VPN-unit ) Failed to insert certificate in trustpoint trustpoint_name
6,720014,(VPN-unit ) Phase 2 connection entry (msg_id=message_number , my cookie=mine , his cookie=his ) contains no SA list.
6,720015,(VPN-unit ) Cannot found Phase 1 SA for Phase 2 connection entry (msg_id=message_number ,my cookie=mine , his cookie=his ).
5,720016,(VPN-unit) Failed to initialize default timer #index .
5,720017,(VPN-unit ) Failed to update LB runtime data
5,720018,(VPN-unit ) Failed to get a buffer from the underlying core high availability subsystem. Error code code.
5,720019,(VPN-unit ) Failed to update cTCP statistics.
5,720020,(VPN-unit ) Failed to send type timer message.
5,720021,(VPN-unit ) HA non-block send failed for peer msg message_number . HA error code .
4,720022,(VPN-unit ) Cannot find trustpoint trustpoint
6,720023,(VPN-unit ) HA status callback: Peer is not present.
6,720024,(VPN-unit ) HA status callback: Control channel is status .
6,720025,(VPN-unit ) HA status callback: Data channel is status .
6,720026,(VPN-unit ) HA status callback: Current progression is being aborted.
6,720027,(VPN-unit ) HA status callback: My state state .
6,720028,(VPN-unit ) HA status callback: Peer state state .
6,720029,(VPN-unit ) HA status callback: Start VPN bulk sync state.
6,720030,(VPN-unit ) HA status callback: Stop bulk sync state.
7,720031,(VPN-unit ) HA status callback: Invalid event received. event=event_ID .
6,720032,(VPN-unit) HA status callback: id=ID , seq=sequence_# , grp=group , event=event , op=operand , my=my_state , peer=peer_state .
4,720033,(VPN-unit ) Failed to queue add to message queue.
7,720034,(VPN-unit ) Invalid type (type ) for message handler.
5,720035,(VPN-unit ) Fail to look up CTCP flow handle
5,720036,(VPN-unit ) Failed to process state update message from the active peer.
6,720037,(VPN-unit ) HA progression callback: id=id ,seq=sequence_number ,grp=group ,event=event ,op=operand , my=my_state ,peer=peer_state .
4,720038,(VPN-unit ) Corrupted message from active unit.
6,720039,(VPN-unit ) VPN failover client is transitioning to active state
6,720040,(VPN-unit ) VPN failover client is transitioning to standby state.
7,720041,(VPN-unit ) Sending type message id to standby unit
7,720042,(VPN-unit ) Receiving type message id from active unit
4,720043,(VPN-unit ) Failed to send type message id to standby unit
4,720044,(VPN-unit ) Failed to receive message from active unit
6,720045,(VPN-unit ) Start bulk syncing of state information on standby unit.
6,720046,(VPN-unit ) End bulk syncing of state information on standby unit
4,720047,(VPN-unit ) Failed to sync SDI node secret file for server IP_address on the standby unit.
7,720048,(VPN-unit ) FSM action trace begin: state=state , last event=event , func=function .
7,720049,(VPN-unit ) FSM action trace end: state=state , last event=event , return=return , func=function .
7,720050,(VPN-unit ) Failed to remove timer. ID = id .
4,720051,(VPN-unit ) Failed to add new SDI node secret file for server id on the standby unit.
4,720052,(VPN-unit ) Failed to delete SDI node secret file for server id on the standby unit.
4,720053,(VPN-unit ) Failed to add cTCP IKE rule during bulk sync, peer=IP_address , port=port
4,720054,(VPN-unit ) Failed to add new cTCP record, peer=IP_address , port=port .
4,720055,(VPN-unit ) VPN Stateful failover can only be run in single/non-transparent mode.
6,720056,(VPN-unit ) VPN Stateful failover Message Thread is being disabled.
6,720057,(VPN-unit ) VPN Stateful failover Message Thread is enabled.
6,720058,(VPN-unit ) VPN Stateful failover Timer Thread is disabled.
6,720059,(VPN-unit ) VPN Stateful failover Timer Thread is enabled.
6,720060,(VPN-unit ) VPN Stateful failover Sync Thread is disabled.
6,720061,(VPN-unit ) VPN Stateful failover Sync Thread is enabled.
6,720062,(VPN-unit ) Active unit started bulk sync of state information to standby unit.
6,720063,(VPN-unit ) Active unit completed bulk sync of state information to standby.
4,720064,(VPN-unit ) Failed to update cTCP database record for peer=IP_address , port=port during bulk sync.
4,720065,(VPN-unit ) Failed to add new cTCP IKE rule, peer=peer , port=port .
4,720066,(VPN-unit ) Failed to activate IKE database.
4,720067,(VPN-unit ) Failed to deactivate IKE database.
4,720068,(VPN-unit ) Failed to parse peer message.
4,720069,(VPN-unit ) Failed to activate cTCP database.
4,720070,(VPN-unit ) Failed to deactivate cTCP database.
5,720071,(VPN-unit ) Failed to update cTCP dynamic data.
5,720072,Timeout waiting for Integrity Firewall Server [interface ,ip ] to become available.
4,720073,VPN Session failed to replicate - ACL acl_name not found
6,721001,(device ) WebVPN Failover SubSystem started successfully.(device ) either WebVPN-primary or WebVPN-secondary.
6,721002,(device ) HA status change: event event , my state my_state , peer state peer .
6,721003,(device ) HA progression change: event event , my state my_state , peer state peer .
6,721004,(device ) Create access list list_name on standby unit.
6,721005,(device ) Fail to create access list list_name on standby unit.
6,721006,(device ) Update access list list_name on standby unit.
4,721007,(device ) Fail to update access list list_name on standby unit.
6,721008,(device ) Delete access list list_name on standby unit.
6,721009,(device ) Fail to delete access list list_name on standby unit.
6,721010,(device ) Add access list rule list_name , line line_no on standby unit.
4,721011,(device ) Fail to add access list rule list_name , line line_no on standby unit.
6,721012,(device ) Enable APCF XML file file_name on the standby unit.
4,721013,(device ) Fail to enable APCF XML file file_name on the standby unit.
6,721014,(device ) Disable APCF XML file file_name on the standby unit.
4,721015,(device ) Fail to disable APCF XML file file_name on the standby unit.
6,721016,(device ) WebVPN session for client user user_name , IP ip_address has been created.
4,721017,(device ) Fail to create WebVPN session for user user_name , IP ip_address .
6,721018,(device ) WebVPN session for client user user_name , IP ip_address has been deleted.
4,721019,(device ) Fail to delete WebVPN session for client user user_name , IP ip_address .4,776201,CTS PAC: CTS PAC for Server IP_address , A-ID PAC issuer name will expire in number days
3,776202,CTS PAC for Server IP_address , A-ID PAC issuer name has expired
3,776203,Unable to retrieve CTS Environment data due to: reason
3,776204,CTS Environment data has expired
6,776251,CTS SGT-MAP: Binding binding IP - SGname (SGT ) from source name added to binding manager.
5,776252,CTS SGT-MAP: CTS SGT-MAP: Binding binding IP - SGname (SGT ) from source name deleted from binding manager.
6,776253,CTS SGT-MAP: Binding binding IP - new SGname (SGT ) from new source name changed from old sgt: old SGname (SGT ) from old source old source name .
3,776254,CTS SGT-MAP: Binding manager unable to action binding binding IP - SGname (SGT ) from source name.
7,776301,CTS Policy: Security-group tag sgt is mapped to security-group name "sgname "
7,776302,CTS Policy: Unknown security-group tag sgt referenced in policies
6,776303,CTS Policy: Security-group name "sgname " is resolved to security-group tag sgt
4,776304,CTS Policy: Unresolved security-group name "sgname " referenced, policies based on this name will be inactive
4,776305,CTS Policy: Security-group table cleared, all polices referencing security-group names will be deactivated
7,776307,CTS Policy: Security-group name for security-group tag sgt renamed from old_sgname " to "new_sgname "
7,776308,CTS Policy: Previously unknown security-group tag sgt is now mapped to security-group name "sgname "
5,776309,CTS Policy: Previously known security-group tag sgt is now unknown
5,776310,CTS Policy: Security-group name "sgname " remapped from security-group tag old_sgt to new_sgt
6,776311,CTS Policy: Previously unresolved security-group name "sgname " is now resolved to security-group tag sgt
4,776312,CTS Policy: Previously resolved security-group name "sgname " is now unresolved, policies based on this name will be deactivated
3,776313,CTS Policy: Failure to update policies for security-group "sgname"-sgt
6,778001,VXLAN: Invalid VXLAN segment-id segment-id for protocol from ifc-name :(IP-address/port) to ifc-name :(IP-address/port).
6,778002,VXLAN: There is no VNI interface for segment-id segment-id .
6,778003,VXLAN: Invalid VXLAN segment-id segment-id for protocol from ifc-name :(IP-address/port) to ifc-name :(IP-address/port) in FP.
6,778004,VXLAN: Invalid VXLAN header for protocol from ifc-name :(IP-address/port) to ifc-name :(IP-address/port) in FP.
6,778005,VXLAN: Packet with VXLAN segment-id segment-id from ifc-name is denied by FP L2 check.
6,778006,VXLAN: Invalid VXLAN UDP checksum from ifc-name :(IP-address/port) to ifc-name :(IP-address/port) in FP.
6,778007,VXLAN: Packet from ifc-name :IP-address/port to IP-address/port was discarded due to invalid NVE peer.
6,779001,STS: Out-tag lookup failed for in-tag segment-id of protocol from ifc-name :IP-address /port to IP-address /port .
6,779002,STS: STS and NAT locate different egress interface for segment-id segment-id , protocol from ifc-name :IP-address /port to IP-address /port
3,779003,STS: Failed to read tag-switching table - reason
3,779004,STS: Failed to write tag-switching table - reason
3,779005,STS: Failed to parse tag-switching request from http - reason
3,779006,STS: Failed to save tag-switching table to flash - reason
3,779007,STS: Failed to replicate tag-switching table to peer - reason
6,780001,RULE ENGINE: Started compilation for access-group transaction - description of the transaction .
6,780002,RULE ENGINE: Finished compilation for access-group transaction - description of the transaction .
6,780003,RULE ENGINE: Started compilation for nat transaction - description of the transaction .
6,780004,RULE ENGINE: Finished compilation for nat transaction - description of the transaction .
7,785001,Clustering: Ownership for existing flow from <in_interface>:<src_ip_addr>/<src_port> to <out_interface>:<dest_ip_addr>/<dest_port> moved from unit <old-owner-unit-id> at site <old-site-id> to <new-owner-unit-id> at site <old-site-id> due to <reason>.
6,802005,IP ip_address Received MDM request details
4,802006,IP ip_address MDM request details has been rejected: details
6,803001,bypass is continuing after power up, no protection will be provided by the system for traffic over GigabitEthernet 1/1-1/2
6,803002,no protection will be provided by the system for traffic over GigabitEthernet 1/1-1/2
6,803003,User disabled bypass manually on GigabitEthernet 1/1-1/2.
6,804001,Interface GigabitEthernet1/3 1000BaseSX SFP has been inserted
6,804002,Interface GigabitEthernet1/3 SFP has been removed
6,805001,Flow offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol
6,805002,Flow is no longer offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol
6,805003,Flow is no longer offloaded: connection conn_id outside_ifc:outside_addr/outside_port (mapped_addr/mapped_port) inside_ifc:inside_addr/inside_port (mapped_addr/mapped_port) Protocol
6,806001,Primary alarm CPU temperature is High temperature
6,806002,Primary alarm for CPU high temperature is cleared
6,806003,Primary alarm CPU temperature is Low temperature
6,806004,Primary alarm for CPU Low temperature is cleared
6,806005,Secondary alarm CPU temperature is High temperature
6,806006,Secondary alarm for CPU high temperature is cleared
6,806007,Secondary alarm CPU temperature is Low temperature
6,806008,Secondary alarm for CPU Low temperature is cleared
6,806009,Alarm asserted for ALARM_IN_1 description
6,806010,Alarm cleared for ALARM_IN_1 alarm_1_description
6,806011,Alarm asserted for ALARM_IN_2 description
6,806012,Alarm cleared for ALARM_IN_2 alarm_2_description
3,840001,Failed to create the backup for an IKEv2 session <Local IP>, <Remote IP>
3,850001,SNORT ID (<snort-instance-id>/<snort-process-id>) Automatic-Application-Bypass due to delay of <delay>ms (threshold <AAB-threshold>ms) with <connection-info>
3,850002,SNORT ID (<snort-instance-id>/<snort-process-id>) Automatic-Application-Bypass due to SNORT not responding to traffics for <timeout-delay>ms(threshold <AAB-threshold>ms)
6,8300001,VPN session redistribution <variable 1>
6,8300002,Moved <variable 1> sessions to <variable 2>
3,8300003,Failed to send session redistribution message to <variable 1>
6,8300004,<variable 1> request to move <variable 2> sessions from <variable 3> to <variable 4>
3,8300005,Failed to receive session move response from <variable 1>
5,8300006,Cluster topology change detected. VPN session redistribution aborted.
